Season,Name,Team,playerid
2011,Kelvin Herrera,Royals,6033
1889,Bill Robinson,Colonels,1011053
1993,Joe Slusarski,Athletics,1012071
2007,Mike Myers,- - -,68
2012,Chris Hatcher,Marlins,3299
1907,Sam Lanford,Senators,1007311
1969,Jim Colborn,Cubs,1002409
1970,Ed Acosta,Pirates,1000034
1995,Matt Dunbar,Marlins,1003550
1970,Jackie Brown,Senators,1001522
2010,Saul Rivera,Diamondbacks,2027
1912,Jack Ferry,Pirates,1004016
1967,Pete Cimino,Angels,1002240
1896,Jot Goar,Pirates,1004790
1965,Jim Brenneman,Yankees,1001391
1955,Al Corwin,Giants,1002647
1953,Al Sima,Senators,1011976
1978,Steve Busby,Royals,1001745
1905,Norwood Gibson,Americans,1004670
2019,Elvis Luciano,Blue Jays,20632
1950,Bob Gillespie,Red Sox,1004708
1946,Johnny Grodzicki,Cardinals,1005077
1985,Craig McMurtry,Braves,1008651
1977,Wayne Simpson,Angels,1011999
1980,Juan Berenguer,Mets,1000865
2001,Pete Schourek,Red Sox,1011608
2008,Joe Thatcher,Padres,4620
2013,Scott Barnes,Indians,8718
1941,Tex Shirley,Athletics,1011914
1973,Craig Caskey,Expos,1002047
1994,Dan Smith,Rangers,1012120
1914,Steamboat Williams,Cardinals,1014038
1975,Mike Stanton,Astros,1012421
2005,Eric DuBose,Orioles,1633
2016,Enny Romero,Rays,4001
1938,Tommy Reis,- - -,1010821
1994,Steve Dixon,Cardinals,1003334
2014,Blake Beavan,Mariners,338
2011,Pedro Viola,Orioles,5971
1979,Rafael Vasquez,Mariners,1013375
1931,Lew Krausse,Athletics,1007145
1991,Amalio Carreno,Phillies,1001987
2009,Warner Madrigal,Rangers,6419
2007,Luke Hudson,Royals,1542
1989,Brian Fisher,Pirates,1004077
1925,Chet Falk,Browns,1003912
1919,Willie Adams,Athletics,1000065
1987,Steve Carlton,- - -,1001964
1964,Tom Kelley,Indians,1006782
1946,Whitey Wietelmann,Braves,1013930
1991,Armando Reynoso,Braves,72
2004,Steve Watkins,Padres,2029
1997,Matt Ruebel,Pirates,1011289
1901,Ike Van Zandt,Giants,1013365
1889,Pete Conway,Alleghenys,1002557
2011,Ramon Troncoso,Dodgers,4685
2009,R.J. Swindle,Brewers,539
1971,Buddy Harris,Astros,1005404
1983,Steve Baker,- - -,1000467
1957,Vito Valentinetti,- - -,1013330
1945,Ernie Rudolph,Dodgers,1011287
1921,Ray Richmond,Browns,1010929
1998,Manuel Barrios,- - -,1000605
1976,Bill Lee,Red Sox,1007448
1970,Joe Verbanic,Yankees,1013407
2005,John Riedling,Marlins,1515
1978,Randy Stein,Brewers,1012471
2014,Jose Ramirez,Yankees,10171
2019,Gerson Bautista,Mariners,19256
2020,Justin Shafer,Marlins,16132
1983,Julio Solano,Astros,1012266
1990,Jim Poole,Dodgers,1010435
2001,Luis Vizcaino,Athletics,714
2007,Carlos Martinez,Marlins,3167
2018,Tyler Cloyd,Marlins,8536
1956,Jim Derrington,White Sox,1003222
1942,Lou Bevil,Senators,1000940
2009,Chris Tillman,Orioles,5279
2001,Mike James,Cardinals,1453
2013,Tim Byrdak,Mets,1995
1996,Doug Brocail,Astros,551
1995,Luis Aquino,- - -,1000285
1958,Jerry Walker,Orioles,1013523
2005,Lance Carter,Devil Rays,1592
2003,Les Walrond,Royals,1735
1952,Bobby Tiefenauer,Cardinals,1013057
1952,Dick Hoover,Braves,1006008
1996,Eric Ludwick,Cardinals,1007816
1948,Ralph Hamner,Cubs,1005287
1959,Ron Blackburn,Pirates,1001021
1975,Jim Otten,White Sox,1009901
1996,Jimmy Myers,Orioles,1009424
2003,Juan Alvarez,Marlins,1432
1993,Bob MacDonald,Tigers,1007900
2019,Kohl Stewart,Twins,15502
1995,Mike Ignasiak,Brewers,1006254
1976,Bob McClure,Royals,1008400
1997,Allen McDill,Royals,1008453
1944,Bob Barthelson,Giants,1000623
2020,Steve Cishek,White Sox,6483
2019,John Ryan Murphy,Diamondbacks,10346
1884,Bill Gallagher,Keystones,1004446
1961,Hank Aguirre,Tigers,1000087
2008,Lenny DiNardo,Athletics,1894
1971,Cal Koonce,Red Sox,1007101
2006,Ken Ray,Braves,1986
1964,Willie Smith,Angels,1012216
1887,Jack McGeachy,Hoosiers,1008505
1990,Steve Rosenberg,White Sox,1011215
2013,Hiram Burgos,Brewers,9412
2014,Heath Bell,Rays,2080
1997,Ramon Morel,- - -,1009162
1985,Bob Long,Mariners,1007728
1942,Paul Erickson,Cubs,1003810
1915,Brad Hogg,Cubs,1005928
1912,George Shears,Highlanders,1011838
2011,James Russell,Cubs,4089
1997,Kevin Gross,Angels,1005088
1997,Alvin Morman,Indians,1009193
1991,Daryl Irvine,Red Sox,1006273
2018,Ian Hamilton,White Sox,19261
1988,Fernando Valenzuela,Dodgers,1013327
2016,Roenis Elias,Red Sox,12673
1979,Pete Ladd,Astros,1007245
2012,George Sherrill,Mariners,6291
2010,Evan MacLane,Cardinals,5576
2004,Brandon Puffer,Padres,572
2019,Jordan Romano,Blue Jays,16122
1908,O.F. Baldwin,Cardinals,1000485
2018,Ryan Cook,Mariners,8855
1956,Tex Clevenger,Senators,1002348
2018,Luke Farrell,Cubs,15101
1999,Tim Kubinski,Athletics,1007191
2007,Rick White,- - -,456
1997,Gary Haught,Athletics,1005499
1987,Mike Cook,Angels,1002573
1995,Anthony Young,Cubs,1014362
1981,Andy Hassler,Angels,1005480
1943,Hugh East,Giants,1003645
2007,Marc Gwyn,Angels,3116
2018,David Hale,- - -,9756
1996,Jose Parra,Twins,70
1923,George Boehler,Pirates,1001114
1987,Rick Anderson,Royals,1000241
1997,Nelson Cruz,White Sox,554
1977,Jeff Terpko,Expos,1012921
1914,Johnny Enzmann,Robins,1003795
2008,Billy Traber,Yankees,410
1985,Joe Sambito,Mets,1011392
1978,Tim Stoddard,Orioles,1012556
1997,Al Levine,White Sox,20
1946,Jean-Pierre Roy,Dodgers,1011267
1964,Pete Charton,Red Sox,1002162
1967,Johnny Podres,Tigers,1010406
1951,Bob Chipman,Braves,1002195
1975,Bob Locker,Cubs,1007688
1937,Jim Lindsey,Dodgers,1007632
1911,Jack Ryan,Dodgers,1011338
1912,Grover Lowdermilk,Cubs,1007784
1998,Chris Hammond,Marlins,92
2020,Bobby Wahl,Brewers,14832
1999,Jason Phillips,Pirates,1549
1906,Con Starkel,Senators,1012427
2018,William Cuevas,Red Sox,13331
2016,Javy Guerra,Angels,7407
1967,Chris Zachary,Astros,1014404
2006,Jim Brower,- - -,313
2019,Luis Ortiz,Orioles,16942
2018,Chris O'Grady,Marlins,13818
1984,Mark Calvert,Giants,1001853
1975,Ike Brookens,Tigers,1001473
1983,Luis Aponte,Red Sox,1000280
2000,John Parrish,Orioles,160
1978,Roy Lee Jackson,Mets,1006311
2019,Enyel De Los Santos,Phillies,18403
2005,Jeff Harris,Mariners,7189
2006,Ezequiel Astacio,Astros,2169
2000,Bobby Witt,Indians,1014170
1979,Jack Kucek,- - -,1007195
1938,Dick Midkiff,Red Sox,1008845
1982,Alejandro Pena,Dodgers,1010140
1951,Milo Candini,Phillies,1001910
1978,Rawly Eastwick,- - -,1003648
1979,Rick Mahler,Braves,1007988
1930,Frank Bushey,Red Sox,1001750
2011,Randall Delgado,Braves,5985
1977,Don Carrithers,Twins,1001992
1960,Ron Kline,Cardinals,1007004
2012,Kyle McClellan,Cardinals,4845
1939,Bill Holland,Senators,1005949
2002,Brandon Backe,Devil Rays,1529
2016,Jesse Chavez,- - -,5448
1973,Steve Arlin,Padres,1000303
2018,Zac Reininger,Tigers,15285
2019,Sal Romano,Reds,13690
1981,Luis Sanchez,Angels,1011408
1986,Ray Searage,- - -,1011703
1953,Dutch Leonard,Cubs,1007533
2012,Sergio Santos,Blue Jays,4734
1960,Seth Morehead,Cubs,1009158
1966,Rob Gardner,Mets,1004531
1912,Steve White,- - -,1013894
1889,Andy Dunning,Alleghenys,1003571
1998,Lance Painter,Cardinals,1675
2016,Chris Beck,White Sox,13418
1998,Scott Klingenbeck,Reds,1007011
2000,Heathcliff Slocumb,- - -,1012069
1999,Carlos Castillo,White Sox,1002060
2009,Yasuhiko Yabuta,Royals,3277
1993,Al Osuna,Astros,1009888
1909,Harry Sullivan,Cardinals,1012692
1991,Tim Mauser,Phillies,1008281
1964,John Pregenzer,Giants,1010516
1970,Mike Corkins,Padres,1002630
1952,Bob Chakales,Indians,1002113
1884,Jim McLaughlin,Orioles,1008612
2018,Jose Valdez,Giants,14470
1917,Jim Middleton,Giants,1008843
1942,Hugh East,Giants,1003645
1998,Eric Ludwick,Marlins,1007816
1916,Limb McKenry,Reds,1008593
1941,Vern Kennedy,- - -,1006851
2002,Ben Diggins,Brewers,1599
1905,Jack Sutthoff,Phillies,1012744
1970,Larry Gura,Cubs,1005150
2019,Cionel Perez,Astros,19614
1982,Mike Norris,Athletics,1009637
1947,Bill Kennedy,Senators,1006833
1990,Terry Wells,Dodgers,1013771
2008,J.C. Romero,Phillies,754
2016,Brock Stewart,Dodgers,16727
2019,Jacob Rhame,Mets,15267
2019,Jeurys Familia,Mets,5114
2010,Jorge Sosa,Marlins,1228
1978,John Caneira,Angels,1001912
1984,Al Jones,White Sox,1006524
1926,Emilio Palmero,Senators,1009972
1985,Mike Morgan,Mariners,67
1997,Mark Davis,Brewers,1003067
1956,Mike McCormick,Giants,1008420
1912,Joe Boehling,Senators,1001115
1960,Jerry Walker,Orioles,1013523
1923,Johnny Stuart,Cardinals,1012640
1871,Charlie Pabor,Forest Citys,1009931
1977,Darold Knowles,Rangers,1007058
2013,Mike Zagurski,- - -,9683
1967,Mike Adamson,Orioles,1000058
1930,Fred Stiely,Browns,1012533
2008,Ian Kennedy,Yankees,6986
1944,Jug Thesenga,Senators,1012951
2015,Chasen Shreve,Yankees,10855
1904,Jack Dunn,Giants,1003573
2020,Matt Magill,Mariners,3950
2017,Onelki Garcia,Royals,13674
1996,Esteban Loaiza,Pirates,1310
1946,Ox Miller,Browns,1008920
2014,Aaron Brooks,Royals,12272
2004,Jamie Moyer,Mariners,1091
2010,Tim Wood,Marlins,3775
2002,Rheal Cormier,Phillies,952
1966,Aurelio Monteagudo,- - -,1009063
1949,Windy McCall,Red Sox,1008359
2009,Hunter Jones,Red Sox,4656
1928,Hal Goldsmith,Braves,1004810
2020,Ryne Stanek,Marlins,15947
2006,Rudy Seanez,- - -,1279
1958,Frank Barnes,Cardinals,1000564
2009,Brandon Webb,Diamondbacks,1692
1888,John Greening,Nationals,1005001
2000,Brad Clontz,Pirates,1002360
1977,Mike Beard,Braves,1000718
1960,Ben Johnson,Cubs,1006423
1928,Ed Brandt,Braves,1001348
2012,Adam Warren,Yankees,9029
1999,Dave Wainhouse,Rockies,1013492
2011,Vin Mazzaro,Royals,5231
1920,Joel Newkirk,Cubs,1009537
2007,Rheal Cormier,Reds,952
1976,Larry Hardy,Astros,1005353
1997,Mike Thurman,Expos,852
1986,Mike Cook,Angels,1002573
1951,Blix Donnelly,Braves,1003381
1995,Curt Schmidt,Expos,1011579
1917,Wheezer Dell,Robins,1003177
1943,Paul Erickson,Cubs,1003810
2000,B.J. Ryan,Orioles,168
1960,John Goetz,Cubs,1004799
1961,Mike Fornieles,Red Sox,1004232
1986,Chuck Hensley,Giants,1005680
2004,J.J. Putz,Mariners,1795
2005,Logan Kensing,Marlins,6166
1946,Frank Biscan,Browns,1000986
1924,Ernie Maun,Giants,1008276
1996,Terry Burrows,Brewers,1001733
1941,Floyd Giebell,Tigers,1004679
2000,Jeff Williams,Dodgers,674
1953,Kent Peterson,Phillies,1010234
2014,Wilton Lopez,Rockies,4227
2009,Tyler Yates,Pirates,1527
1986,Duane Ward,- - -,1013609
1996,Rich Hunter,Phillies,1006206
1936,Ken Weafer,Bees,1013691
1929,Grady Adkins,White Sox,1000075
2016,Mike Bolsinger,Dodgers,11137
2020,Austin Voth,Nationals,15047
2013,Daniel Stange,Angels,9404
1901,John Skopec,White Sox,1012042
2014,Arquimedes Caminero,Marlins,8992
1954,Ozzie Van Brabant,Athletics,1013338
1979,Dave LaRoche,Angels,1007354
1978,Silvio Martinez,Cardinals,1008196
1988,De Wayne Vaughn,Rangers,1013380
1909,Jack Gilligan,Browns,1004723
2009,Adam Eaton,- - -,1029
1992,Gil Heredia,- - -,1005686
1973,Jesse Jefferson,Orioles,1006380
1993,Mark Ettles,Padres,1003849
1965,Morrie Steevens,Phillies,1012458
1945,Clay Touchstone,White Sox,1013141
1964,Marshall Bridges,Senators,1001419
1965,John Wyatt,Athletics,1014303
1999,Mark Gardner,Giants,1004529
2016,Arnold Leon,Blue Jays,5595
1973,Tom Burgmeier,Royals,1001668
1988,Joe Niekro,Twins,1009582
2015,Caleb Cotham,Yankees,10075
1921,Tink Riviere,Cardinals,1011007
2016,Kevin Quackenbush,Padres,12360
2008,Doug Slaten,Diamondbacks,3107
1920,Lefty Weinert,Phillies,1013739
1894,Tom Smith,Beaneaters,1012210
1987,Ed Olwine,Braves,1009797
2010,Francisco Rodriguez,Angels,6688
2009,Jack Taschner,Phillies,2766
1989,Rusty Richards,Braves,1010919
1893,Billy Rhines,Colonels,1010880
2002,Matt Herges,Expos,780
1973,Carlos Velazquez,Brewers,1013397
2004,Andy Good,Diamondbacks,1690
1930,Guy Cantrell,Tigers,1001920
1971,Ron Klimkowski,Athletics,1007001
1894,Charlie Frank,Browns,1004295
1987,Tony Arnold,Orioles,1000321
1955,Ewell Blackwell,Athletics,1001013
1942,Chet Kehn,Dodgers,1006761
1889,Lev Shreve,Hoosiers,1011938
1994,Dave Stevens,Twins,1012508
2020,Josh Taylor,Red Sox,17359
1946,Curt Davis,Dodgers,1003043
2013,Vance Worley,Twins,6435
1886,Jim Hyndman,Athletics,1006250
2015,Jorge Rondon,- - -,5791
2014,Kevin Siegrist,Cardinals,8180
2014,Luke Putkonen,Tigers,6736
1938,Art Kenney,Bees,1006832
1915,Charlie Boardman,Cardinals,1001101
1938,Hy Vandenberg,Giants,1013349
1971,Ron Perranoski,- - -,1010201
1990,Kevin Ritz,Tigers,1010998
1978,Pete Redfern,Twins,1010751
1884,Joe Connors,- - -,1002529
1999,Doug Bochtler,Dodgers,1001107
1973,Bob Johnson,Pirates,1006430
1975,Harry Parker,- - -,1010003
2005,Pedro Liriano,Phillies,2119
1911,George Ferguson,Rustlers,1003989
1996,Dean Hartgraves,- - -,1005445
2012,Pedro Hernandez,White Sox,4578
2004,Kurt Ainsworth,Orioles,1431
2002,Anthony Telford,Rangers,1282
1927,Augie Walsh,Phillies,1013566
1980,Ken Clay,Rangers,1002328
1910,Charlie Girard,Phillies,1004746
2014,Jose Valverde,Mets,1726
2009,Billy Traber,Red Sox,410
2010,Pedro Strop,Rangers,4070
1998,Rafael Medina,Marlins,1008716
2019,Paul Blackburn,Athletics,14739
1974,Cy Acosta,White Sox,1000033
2007,Dave Williams,Mets,1013
1915,Tink Turner,Athletics,1013235
1996,Rafael Quirico,Phillies,1010619
1990,Brent Knackert,Mariners,1007025
1915,Tommy Vereker,Terrapins,1013411
1986,Scott Nielsen,Yankees,1009586
2010,Brandon Medders,Giants,8604
1957,Jim Heise,Senators,1005601
1973,Jim McKee,Pirates,1008585
2010,Brian Bannister,Royals,5718
1990,Ed Vosberg,Giants,1426
1942,Joe Beggs,Reds,1000776
1939,Al Smith,Phillies,1012089
1959,George Witt,Pirates,1014172
2014,Matt Lindstrom,White Sox,4604
1936,Kemp Wicker,Yankees,1013919
2002,Pat Hentgen,Orioles,145
1945,Ken Raffensberger,Phillies,1010646
2007,Brian Rogers,Pirates,6123
2003,Rick White,- - -,456
1971,Archie Reynolds,Angels,1010861
1988,Dickie Noles,Orioles,1009620
1985,John Dopson,Expos,1003404
2007,Mike Wood,Rangers,1806
1989,De Wayne Buice,Blue Jays,1001639
2014,Brad Penny,Marlins,535
1896,Gus Weyhing,Colonels,1013820
1949,Saul Rogovin,Tigers,1011143
2002,Cory Vance,Rockies,1647
1997,Todd Ritchie,Twins,253
2016,Taylor Jungmann,Brewers,13119
1908,Gus Salve,Athletics,1011389
1969,Gary Wagner,- - -,1013481
2008,Levale Speigner,Nationals,5717
1996,John Farrell,Tigers,1003948
1989,Alex Sanchez,Blue Jays,1011405
2008,Brendan Donnelly,Indians,1441
1979,Jackson Todd,Blue Jays,1013096
1994,Dave Otto,Cubs,1009905
1884,Cap Anson,White Stockings,1000272
2014,Matt Cain,Giants,4732
2000,Jason Johnson,Orioles,147
1997,Mike Harkey,Dodgers,1005363
1996,Joe Magrane,White Sox,1007973
1932,Ed Pipgras,Dodgers,1010362
1993,Dennis Powell,Mariners,1010484
1918,Walt Kinney,Red Sox,1006947
1965,Darold Knowles,Orioles,1007058
2019,Josh Staumont,Royals,18335
1951,Bob Schultz,Cubs,1011626
2006,Fernando Cabrera,Indians,2105
1946,Emmett O'Neill,- - -,1009807
1969,Jack Billingham,Astros,1000970
2014,Tony Cingrani,Reds,12555
2020,Braxton Garrett,Marlins,21844
2011,Brian Sanches,Marlins,2739
1974,Dick Baney,Reds,1000507
1978,Oscar Zamora,Astros,1014416
2000,Ricky Bottalico,Royals,948
1993,Bob Milacki,Indians,1008855
1977,Ken Clay,Yankees,1002328
1982,Sid Monge,Phillies,1009053
2015,George Kontos,Giants,9486
1983,Jim Winn,Pirates,1014140
2005,Matt Kinney,Giants,737
1996,Brian Maxcy,Tigers,1008283
1978,Jim Lonborg,Phillies,1007724
1989,Jose DeJesus,Royals,1003151
2008,Chris Britton,Yankees,3600
1999,Brian McNichol,Cubs,1008670
2019,Trevor Kelley,Red Sox,18454
1983,Manny Sarmiento,Pirates,1011450
1981,Mike Armstrong,Padres,1000314
1997,Juan Guzman,Blue Jays,1005162
1974,Ron Diorio,Phillies,1003318
1890,Bill Duzen,Bisons,1003604
2012,Anthony Swarzak,Twins,7466
2016,Gonzalez Germen,Rockies,5876
1988,Keith Atherton,Twins,1000348
1919,Walt Smallwood,Yankees,1012079
2017,Blaine Hardy,Tigers,6499
2003,Doug Creek,Blue Jays,1202
1959,Carl Erskine,Dodgers,1003816
1956,Nellie King,Pirates,1006941
2011,Elih Villanueva,Marlins,8796
1952,Ron Kline,Pirates,1007004
1915,Bill Hopper,Senators,1006019
1979,Gilberto Rondon,White Sox,1011180
1971,Don Shaw,Cardinals,1011820
2020,Josh Osich,- - -,11528
1987,Mike Kinnunen,Orioles,1006948
2001,Todd Erdos,Red Sox,1003804
1962,Dave Tyriver,Indians,1013255
1966,Roger Craig,Phillies,1002723
2014,Tim Collins,Royals,3164
1906,Jim Holmes,Athletics,1005979
1962,Larry Foss,Mets,1004245
1971,Bill Bonham,Cubs,1001165
1981,Ken Brett,Royals,1001402
1896,Tom McCreery,Colonels,1008431
1925,Ken Ash,White Sox,1000338
1998,Jim Bullinger,Mariners,1001646
2009,Denny Stark,Mariners,452
2003,Jimmy Anderson,Reds,977
1990,Chuck Malone,Phillies,1008036
2000,Matt Whiteside,Padres,1956
2014,David Huff,- - -,4257
2005,Javier Lopez,- - -,1663
2019,Williams Jerez,- - -,14338
1997,Norm Charlton,Mariners,1002160
1942,Mike Ryba,Red Sox,1011351
2011,Jordan Smith,Reds,9515
1907,Rube Dessau,Doves,1003232
2002,Duaner Sanchez,- - -,1518
2004,Adam Bernero,Rockies,460
1893,John Graff,Senators,1004919
1968,Mike Adamson,Orioles,1000058
1950,Howie Judson,White Sox,1006646
1965,Roger Craig,Reds,1002723
2001,Dan Wright,White Sox,258
1978,Tim Conroy,Athletics,1002543
2014,Darin Downs,Astros,5903
1964,Jim Duffalo,Giants,1003525
1988,Joel Davis,White Sox,1003061
2009,Merkin Valdez,Giants,7019
2008,Radhames Liz,Orioles,5843
1948,Junior Walsh,Pirates,1013579
2008,Matt Palmer,Giants,4457
2015,Drew Rucinski,Angels,12499
2003,David Cone,Mets,1680
1995,Andy Carter,Phillies,1002012
2001,Brian Bohanon,Rockies,1001126
2002,Dewon Brazelton,Devil Rays,1195
2001,Tony McKnight,- - -,1008602
1917,John Russell,Robins,1011316
2009,Tim Dillard,Brewers,5518
1977,Mario Soto,Reds,1012289
2002,Mark Watson,Mariners,1526
1893,Paul Radford,Senators,1010640
2006,Abe Alvarez,Red Sox,6259
1986,Tom Funk,Astros,1004408
2004,Eddy Rodriguez,Orioles,2193
1966,Chuck Estrada,Cubs,1003841
1996,Ron Villone,- - -,1010
1953,Erv Palica,Dodgers,1009967
2018,Jimmy Cordero,Nationals,15690
1925,Jim Marquis,Yankees,1008121
1912,Toots Shultz,Phillies,1011942
1952,Bill Connelly,Giants,1002515
1888,Hardie Henderson,Alleghenys,1005632
2017,Michael Brady,Athletics,8461
2018,Kyle Wright,Braves,19665
1920,Bill Shanner,Athletics,1011793
1988,Bob McClure,- - -,1008400
1969,Horacio Pina,Indians,1010354
1978,Joe Coleman,- - -,1002428
1952,Howie Fox,Phillies,1004278
1997,Mel Rojas,- - -,1011153
2011,Chris Jakubauskas,Orioles,7831
2020,Ken Giles,Blue Jays,12910
2015,Grant Balfour,Rays,718
2020,Corey Knebel,Brewers,15010
1976,Ken Reynolds,Padres,1010871
2000,Alan Benes,Cardinals,265
1946,Johnny Murphy,Yankees,1009368
2006,Jeff Nelson,White Sox,1092
1991,Dave Burba,Mariners,1239
1920,Pat Martin,Athletics,1008186
1998,Mike Jerzembeck,Yankees,1006401
1967,Joe Moeller,Dodgers,1009023
1979,Jim Wright,Red Sox,1014283
1925,Elbert Andrews,Athletics,1000249
1959,Herb Moford,Red Sox,1009028
1993,Greg Cadaret,- - -,1001810
1964,Lee Gregory,Cubs,1005025
2020,Yoan Lopez,Diamondbacks,17181
1924,Joe Muich,Braves,1009287
1989,Don Schulze,- - -,1011629
2014,Sergio Romo,Giants,9817
2012,Jason Marquis,- - -,105
2018,Matt Belisle,- - -,1837
1999,Erik Hiljus,Tigers,919
2017,Tony Sipp,Astros,8280
1977,Mike Darr,Blue Jays,1002992
1955,Thornton Kipper,Phillies,1006958
1950,Bob Ross,Senators,1011222
2014,Brad Mills,- - -,4420
1999,Ken Ray,Royals,1986
2002,Brad Voyles,Royals,1490
1908,Jake Volz,Reds,1013450
2016,Roberto Hernandez,Braves,3273
1942,Mace Brown,Red Sox,1001541
1984,Bobby Castillo,Twins,1002057
2020,Sean Gilmartin,Rays,12781
1998,Felix Rodriguez,Diamondbacks,1127
1973,Dave Sells,Angels,1011736
1994,Paul Gibson,Yankees,1004671
1916,Twink Twining,Reds,1013242
2009,Micah Owings,Reds,4253
2000,Ed Vosberg,Phillies,1426
1911,Red Nelson,Browns,1009508
2018,Eric Stout,Royals,16873
1956,Art Ceccarelli,Athletics,1002096
2012,Miguel Socolovich,- - -,6697
1981,Steve Bedrosian,Braves,1000766
2006,Franklyn German,Marlins,1603
1944,Buck Ross,White Sox,1011224
1968,John Wyatt,- - -,1014303
1923,Sarge Connally,White Sox,1002513
1931,Milt Shoffner,Indians,1011920
2019,Sam Howard,Rockies,16265
1986,Mike Jackson,Phillies,732
1970,Ray Lamb,Dodgers,1007278
1971,Al Closter,Yankees,1002361
1891,Mickey Welch,Giants,1013757
2005,Bobby Seay,Rockies,1225
1968,Rollie Fingers,Athletics,1004051
2013,Dave Bush,Blue Jays,4635
2006,Chris Demaria,Brewers,4361
2017,Zach Eflin,Phillies,13774
2002,David Lundquist,Padres,1046
1926,Rube Ehrhardt,Robins,1003709
1997,Juan Acevedo,Mets,458
2011,Mike Crotta,Pirates,9337
1950,Bill Connelly,- - -,1002515
2007,Chris Booker,Nationals,2039
2017,Christian Bergman,Mariners,10925
1991,Kevin Hickey,Orioles,1005771
1993,Mike Anderson,Reds,1000238
1976,Mike Wallace,Cardinals,1013553
2016,Layne Somsen,Reds,15301
2001,Joaquin Benoit,Rangers,1437
1938,Bill Phebus,Senators,1010271
1970,Don Secrist,White Sox,1011713
1996,Johnny Ruffin,Reds,1011295
1969,Jim Hannan,Senators,1005316
2019,Rookie Davis,Pirates,14962
1923,Jim Brillheart,Senators,1001434
2014,Juan Gutierrez,Giants,3265
1993,Keith Shepherd,Rockies,1011866
1923,Paul Schreiber,Robins,1011613
1961,Phil Ortega,Dodgers,1009855
2006,Brian Shouse,- - -,630
2019,Tim Melville,Rockies,9149
2007,J.A. Happ,Phillies,7410
2015,Steve Delabar,Blue Jays,11827
1990,Rafael Novoa,Giants,1009654
2004,Jeremy Fikac,Expos,1031
1967,Tony Cloninger,Braves,1002359
1989,Rick Luecken,Royals,1007821
1929,Archie Campbell,Senators,1001872
2003,Jim Parque,Devil Rays,250
1965,Darrell Sutherland,Mets,1012737
1969,Bob Priddy,- - -,1010532
1970,Dooley Womack,Athletics,1014203
2013,Zeke Spruill,Diamondbacks,3873
2020,Yohan Ramirez,Mariners,19444
1947,Cal Dorsett,Indians,1003417
2002,Brian Mallette,Brewers,1460
1985,Mark Ross,Astros,1011233
1908,Bert Maxwell,Athletics,1008286
2001,Rob Bell,- - -,1492
2019,Alex Claudio,Brewers,12890
2018,John Lamb,Angels,8493
1985,Jeff Robinson,Giants,1011072
1897,Henry Clarke,Spiders,1002286
1941,Orval Grove,White Sox,1005100
1973,Wenty Ford,Braves,1004226
1977,Ron Schueler,Twins,1011622
1955,Jack Spring,Phillies,1012362
1929,Ted Blankenship,White Sox,1001054
2001,Brett Hinchliffe,Mets,1005840
1991,Bruce Walton,Athletics,1013591
2007,Wes Littleton,Rangers,6236
2018,Akeel Morris,Angels,12185
2019,Kyle Keller,Marlins,18890
2000,Mike Matthews,Cardinals,1170
1919,Ed Hovlik,Senators,1006069
2008,Kazuo Fukumori,Rangers,3288
1967,Jim Roland,Twins,1011156
1980,Tim Lollar,Yankees,1007715
1981,Bob Sykes,Cardinals,1012798
1950,Moe Burtschy,Athletics,1001738
1951,Irv Medlinger,Browns,1008717
1959,Bob Bowman,Phillies,1001266
